1762091265.692250,1
1762091265.815610,8
1762091265.957439,18
1762091266.085711,26
1762091266.204343,35
1762091266.320109,46
1762091266.437605,52
1762091266.553264,60
1762091266.727406,71
1762091266.848756,82
1762091266.964734,90
1762091267.082510,100
1762091267.215315,100
1762091267.330213,100
1762091267.450087,100
1762091267.566762,97
1762091267.687784,99
1762091267.833824,100
1762091267.955006,100
1762091268.071987,99
1762091268.224843,99
1762091268.347602,100
1762091268.467011,100
1762091268.590443,99
1762091268.701848,99
1762091268.818080,98
1762091268.949136,98
1762091269.064753,99
1762091269.189334,99
1762091269.346354,99
1762091269.486116,99
1762091269.609089,99
1762091269.780826,100
1762091269.909201,99
1762091270.038134,98
1762091270.171254,95
1762091270.293447,97
1762091270.416835,95
1762091270.538572,93
1762091270.660162,95
1762091270.771146,98
1762091270.906418,100
1762091271.025288,100
1762091271.151657,99
1762091271.261489,99
1762091271.387216,96
1762091271.528042,94
1762091271.649891,94
1762091271.781128,95
1762091271.919331,100
1762091272.033437,99
1762091272.154297,100
1762091272.304549,99
1762091272.417152,99
1762091272.540346,85
1762091272.660781,71
1762091272.780093,57
1762091272.928735,38
1762091273.054279,25
1762091273.174639,42
1762091273.304985,47
1762091273.423264,44
1762091273.560959,45
1762091273.670519,45
1762091273.804299,47
1762091273.950435,46
1762091274.067637,48
1762091274.185363,48
1762091274.357667,49
1762091274.473774,51
1762091274.595418,51
1762091274.713468,51
1762091274.832365,52
1762091274.950617,49
1762091275.069626,51
1762091275.197773,51
1762091275.321544,49
1762091275.441315,49
1762091275.579752,48
1762091275.724349,49
1762091275.872914,48
1762091275.989995,49
1762091276.110893,50
1762091276.258695,50
1762091276.389633,50
1762091276.528656,49
1762091276.648721,50
1762091276.768796,50
1762091276.883605,50
1762091277.017040,49
1762091277.133692,50
1762091277.275753,51
1762091277.387310,50
1762091277.512520,50
1762091277.628772,51
1762091277.754106,57
1762091277.874476,56
1762091277.993806,57
1762091278.113675,56
1762091278.232486,57
1762091278.350117,57
1762091278.470471,56
1762091278.590756,52
1762091278.702568,54
1762091278.843632,52
1762091278.961860,53
1762091279.090271,52
1762091279.220820,52
1762091279.343858,51
1762091279.454388,51
1762091279.581810,50
1762091279.721994,52
1762091279.855008,51
1762091279.975295,51
1762091280.091213,51
1762091280.209010,51
1762091280.326701,53
1762091280.479126,50
1762091280.600006,51
1762091280.716337,52
1762091280.831862,52
1762091280.953457,51
1762091281.071382,51
1762091281.182841,51
1762091281.328286,51
1762091281.458822,51
1762091281.586701,53
1762091281.706856,54
1762091281.825958,53
1762091281.941623,53
1762091282.057440,53
1762091282.172066,53
1762091282.290062,53
1762091282.405046,60
1762091282.516281,59
1762091282.638044,59
1762091282.797068,57
1762091282.933826,59
1762091283.053150,60
1762091283.172130,53
