1762090958.767066,1
1762090958.894487,8
1762090959.010903,16
1762090959.134407,19
1762090959.250776,19
1762090959.365562,18
1762090959.482757,18
1762090959.592978,20
1762090959.708816,19
1762090959.823304,20
1762090959.949037,20
1762090960.063890,20
1762090960.171333,17
1762090960.311785,11
1762090960.431689,13
1762090960.565564,14
1762090960.675456,11
1762090960.801922,8
1762090960.925014,9
1762090961.046965,10
1762090961.160558,9
1762090961.270822,10
1762090961.388856,9
1762090961.504915,9
1762090961.620762,10
1762090961.733693,10
1762090961.843396,10
1762090961.954240,10
1762090962.074876,10
1762090962.192565,12
1762090962.347106,10
1762090962.463842,11
1762090962.574955,11
1762090962.704832,11
1762090962.831773,12
1762090962.982086,11
1762090963.097864,18
1762090963.209198,18
1762090963.345798,14
1762090963.512051,11
1762090963.628874,9
1762090963.740341,7
1762090963.882134,6
1762090964.016049,6
1762090964.132317,8
1762090964.276771,6
1762090964.433370,6
1762090964.546360,7
1762090964.664766,8
1762090964.774780,8
1762090964.882281,9
1762090965.010390,8
1762090965.131321,8
1762090965.268954,10
1762090965.382264,10
1762090965.520373,9
1762090965.634587,9
1762090965.755189,9
1762090965.874996,10
1762090965.986785,11
1762090966.127536,9
1762090966.294402,10
1762090966.418890,11
1762090966.559910,10
1762090966.683792,18
1762090966.800729,12
1762090966.950106,13
1762090967.067282,11
1762090967.205539,12
1762090967.346211,11
1762090967.501333,11
1762090967.614416,13
1762090967.745024,14
1762090967.876990,15
1762090968.002971,13
1762090968.113890,13
1762090968.259616,12
1762090968.376731,13
1762090968.517855,13
1762090968.639727,14
1762090968.762689,14
1762090968.879298,14
1762090969.006003,14
1762090969.117873,14
1762090969.230820,13
1762090969.359969,14
1762090969.479694,15
1762090969.611426,15
1762090969.757772,16
1762090969.880068,16
1762090970.017437,16
1762090970.143442,20
1762090970.255593,18
1762090970.372009,15
1762090970.509936,12
1762090970.627276,14
1762090970.745660,7
1762090970.854244,7
1762090970.981049,8
1762090971.124158,9
1762090971.243816,10
1762090971.353952,9
1762090971.460746,8
1762090971.571484,8
1762090971.680071,8
1762090971.792275,9
1762090971.914637,10
1762090972.025473,10
1762090972.133471,9
1762090972.281668,9
1762090972.422428,10
1762090972.542964,10
1762090972.661219,11
1762090972.782139,10
1762090972.902646,10
1762090973.017128,11
1762090973.138498,10
1762090973.249101,11
1762090973.386542,10
1762090973.515070,11
1762090973.649879,12
1762090973.768953,12
1762090973.914927,11
1762090974.051095,12
1762090974.199798,12
1762090974.319919,13
1762090974.441332,12
1762090974.562070,12
1762090974.682326,20
1762090974.812612,16
1762090974.950168,13
1762090975.065872,11
1762090975.183821,10
1762090975.324583,6
1762090975.454036,5
1762090975.571026,6
1762090975.732470,6
1762090975.844114,7
1762090975.967958,7
1762090976.095689,7
1762090976.223132,8
1762090976.347487,7
1762090976.463690,8
1762090976.582841,8
1762090976.698334,8
1762090976.825694,9
1762090976.942548,10
1762090977.056367,10
1762090977.180213,9
1762090977.319647,9
1762090977.462366,9
1762090977.598881,10
1762090977.721656,10
1762090977.836736,10
1762090977.958055,12
1762090978.086673,11
1762090978.205715,17
1762090978.326726,13
1762090978.444596,13
1762090978.565823,12
1762090978.686069,12
1762090978.806521,12
1762090978.922229,12
1762090979.035776,12
1762090979.150454,12
1762090979.283338,12
1762090979.415654,13
1762090979.542913,13
1762090979.666188,13
1762090979.782677,13
1762090979.916474,13
1762090980.034650,13
1762090980.157242,14
1762090980.276780,14
1762090980.393368,14
1762090980.536238,14
1762090980.657888,14
1762090980.782904,13
1762090980.913980,12
1762090981.029176,15
1762090981.138131,15
1762090981.279126,13
1762090981.398942,16
1762090981.524357,15
1762090981.676398,15
1762090981.795723,19
1762090981.916070,17
1762090982.033430,14
1762090982.149433,15
1762090982.273485,9
1762090982.406498,7
1762090982.543302,8
1762090982.669867,7
1762090982.800079,10
1762090982.926822,9
1762090983.040509,8
1762090983.156992,9
1762090983.280933,8
1762090983.416447,9
1762090983.532637,8
1762090983.644216,10
1762090983.783604,10
1762090983.916699,9
1762090984.034867,10
1762090984.156795,10
1762090984.296529,10
1762090984.415121,11
1762090984.556202,10
1762090984.667774,9
1762090984.779818,11
1762090984.898452,11
1762090985.031112,12
1762090985.150120,12
1762090985.271843,11
1762090985.389540,11
1762090985.505446,11
1762090985.622684,12
1762090985.741142,12
1762090985.900172,13
1762090986.041488,14
1762090986.179754,20
1762090986.309804,20
1762090986.452359,13
1762090986.602440,13
1762090986.726296,12
1762090986.850729,9
1762090986.973672,6
1762090987.091984,7
1762090987.226968,7
1762090987.344064,8
1762090987.470764,7
1762090987.587157,8
1762090987.695899,8
1762090987.813138,8
1762090987.938937,8
1762090988.057357,8
1762090988.176080,8
1762090988.313317,9
1762090988.431198,9
1762090988.549101,9
1762090988.681634,9
1762090988.798836,10
1762090988.916353,10
1762090989.032698,11
1762090989.148298,10
1762090989.288611,10
1762090989.424265,11
1762090989.541009,12
1762090989.658246,10
1762090989.769816,18
1762090989.877226,17
1762090989.992722,13
1762090990.112097,11
1762090990.229258,12
1762090990.337916,12
1762090990.452931,12
1762090990.568425,12
1762090990.682634,13
1762090990.800603,13
1762090990.927587,11
1762090991.057079,11
1762090991.183698,13
1762090991.299903,12
1762090991.417090,13
1762090991.545380,13
1762090991.663411,13
1762090991.781664,14
1762090991.897915,14
1762090992.012719,14
1762090992.128624,14
1762090992.252829,14
1762090992.367469,14
1762090992.491566,15
1762090992.608802,15
1762090992.724668,15
1762090992.839245,15
1762090992.962836,15
1762090993.099523,16
1762090993.218483,15
1762090993.340600,18
1762090993.476753,17
1762090993.594086,15
1762090993.713488,14
1762090993.834652,9
1762090993.950838,7
1762090994.066420,9
1762090994.185845,8
1762090994.303131,11
1762090994.425155,10
1762090994.544560,8
1762090994.661985,8
1762090994.779428,9
1762090994.897511,9
1762090995.012872,9
1762090995.129502,10
1762090995.244820,10
1762090995.363093,9
1762090995.480286,10
1762090995.603095,9
1762090995.720021,10
1762090995.839197,12
1762090995.989359,9
1762090996.100561,11
1762090996.216346,11
1762090996.347349,11
1762090996.469599,12
1762090996.619597,10
1762090996.751856,10
1762090996.870076,12
1762090996.983822,13
1762090997.114370,13
1762090997.241996,13
1762090997.362444,13
1762090997.481491,13
1762090997.612005,14
